,Date,Open,High,Low,Close,Adj Close,Volume
0,2015-01-05,279.5,279.5,272.0,275.0,235.744553,617000.0
1,2015-01-06,272.0,273.5,268.0,269.0,230.601044,686000.0
2,2015-01-07,267.0,267.0,265.0,265.0,227.172058,422000.0
3,2015-01-08,267.0,277.5,265.5,270.0,231.458313,341000.0
4,2015-01-09,272.0,274.0,268.5,270.0,231.458313,231000.0
5,2015-01-12,269.5,276.0,266.5,274.0,234.887314,384000.0
6,2015-01-13,274.0,279.0,272.5,278.0,238.316345,443000.0
7,2015-01-14,280.0,280.0,270.5,274.0,234.887314,499000.0
8,2015-01-15,272.0,274.0,268.0,269.0,230.601044,364000.0
9,2015-01-16,269.0,269.0,263.5,267.5,229.31517,459000.0
10,2015-01-19,269.0,272.0,266.5,268.5,230.172424,333000.0
11,2015-01-20,268.5,277.0,268.5,274.5,235.315918,387000.0
12,2015-01-21,275.0,277.5,274.0,275.5,236.173187,385000.0
13,2015-01-22,274.0,278.0,272.0,275.5,236.173187,306000.0
14,2015-01-23,275.5,277.0,274.5,277.0,237.459091,199000.0
15,2015-01-26,277.0,278.0,275.5,278.0,238.316345,93000.0
16,2015-01-27,278.0,280.0,275.0,280.0,240.030807,221000.0
17,2015-01-28,276.5,280.0,276.5,279.0,239.173569,167000.0
18,2015-01-29,279.0,280.0,274.0,276.0,236.601837,316000.0
19,2015-01-30,276.0,276.0,272.0,275.0,235.744553,390000.0
20,2015-02-02,274.0,277.0,270.5,276.0,236.601837,396000.0
21,2015-02-03,275.0,278.5,275.0,276.5,237.030457,263000.0
22,2015-02-04,277.0,281.0,277.0,281.0,240.888092,509000.0
23,2015-02-05,282.0,282.0,276.0,280.0,240.030807,292000.0
24,2015-02-06,282.0,295.0,276.0,287.0,246.031601,575000.0
25,2015-02-09,286.5,289.0,283.5,287.0,246.031601,247000.0
26,2015-02-10,286.5,290.0,285.0,286.0,245.174332,300000.0
27,2015-02-11,284.0,294.5,284.0,290.5,249.032028,393000.0
28,2015-02-12,288.5,293.0,287.0,290.5,249.032028,346000.0
29,2015-02-13,288.0,302.0,288.0,301.0,258.033142,637000.0
30,2015-02-24,303.0,322.0,303.0,318.5,273.035065,896000.0
31,2015-02-25,323.5,323.5,312.0,313.5,268.74881,794000.0
32,2015-02-26,307.5,310.0,305.0,305.0,261.462189,1017000.0
33,2015-03-02,305.5,312.0,305.5,308.5,264.462524,467000.0
34,2015-03-03,307.0,308.5,301.5,302.5,259.319031,442000.0
35,2015-03-04,302.5,308.5,302.5,308.5,264.462524,279000.0
36,2015-03-05,306.5,306.5,302.0,303.5,260.1763,470000.0
37,2015-03-06,301.5,306.0,298.5,301.0,258.033142,668000.0
38,2015-03-09,302.0,302.0,296.0,298.0,255.461411,301000.0
39,2015-03-10,298.0,298.5,292.5,293.5,251.603775,605000.0
40,2015-03-11,293.5,295.0,289.5,290.0,248.603378,540000.0
41,2015-03-12,289.0,295.0,288.0,295.0,252.889633,576000.0
42,2015-03-13,294.0,295.0,290.5,290.5,249.032028,377000.0
43,2015-03-16,292.0,294.5,290.0,290.0,248.603378,302000.0
44,2015-03-17,291.0,296.0,281.5,283.0,242.602585,767000.0
45,2015-03-18,286.0,297.5,283.5,297.5,255.032776,946000.0
46,2015-03-19,298.0,301.5,296.5,300.0,257.175903,676000.0
47,2015-03-20,300.0,308.0,300.0,306.0,262.319397,620000.0
48,2015-03-23,308.0,308.0,298.0,307.5,263.605316,316000.0
49,2015-03-24,307.0,307.5,303.5,307.5,263.605316,381000.0
50,2015-03-25,305.0,307.0,298.5,304.0,260.604919,402000.0
51,2015-03-26,299.0,303.0,292.0,300.0,257.175903,605000.0
52,2015-03-27,300.5,301.0,295.5,298.0,255.461411,320000.0
53,2015-03-30,298.0,304.0,297.0,300.5,257.604523,407000.0
54,2015-03-31,300.5,304.0,298.5,302.0,258.890411,360000.0
55,2015-04-01,301.0,301.5,297.0,299.0,256.318634,262000.0
