,Date,Open,High,Low,Close,Adj Close,Volume
0,2018-01-02,166.0,169.5,165.0,168.0,157.848938,580770
1,2018-01-03,169.0,169.5,165.0,165.0,155.030197,471783
2,2018-01-04,165.0,169.0,165.0,168.5,158.31871,613401
3,2018-01-05,168.5,170.0,168.0,170.0,159.728073,542159
4,2018-01-08,170.0,171.0,168.0,170.5,160.197861,771839
5,2018-01-09,170.0,170.0,163.0,165.0,155.030197,914831
6,2018-01-10,166.5,168.0,165.5,167.0,156.909348,678103
7,2018-01-11,167.0,168.0,165.0,166.5,156.43956,361183
8,2018-01-12,168.0,169.0,167.0,168.5,158.31871,467176
9,2018-01-15,170.0,170.0,166.5,168.0,157.848938,267766
10,2018-01-16,167.5,168.0,165.5,167.0,156.909348,347300
11,2018-01-17,168.0,170.0,167.0,170.0,159.728073,545807
12,2018-01-18,171.0,172.0,169.0,170.5,160.197861,353423
13,2018-01-19,170.5,170.5,166.5,168.0,157.848938,290470
14,2018-01-22,169.0,169.5,166.5,169.5,159.25827,297293
15,2018-01-23,170.0,170.0,166.5,168.0,157.848938,327503
16,2018-01-24,167.0,169.0,164.5,168.0,157.848938,525787
17,2018-01-25,169.0,169.0,166.0,167.5,157.379135,600328
18,2018-01-26,167.5,167.5,165.0,166.5,156.43956,394770
19,2018-01-29,167.5,168.0,164.0,168.0,157.848938,465724
20,2018-01-30,167.5,167.5,164.5,166.0,155.969757,306505
21,2018-01-31,166.0,166.0,162.0,163.5,153.620834,571306
22,2018-02-01,163.5,166.0,162.5,164.5,154.56041,518552
23,2018-02-02,163.0,164.5,161.0,163.5,153.620834,449772
24,2018-02-05,159.0,159.5,154.0,155.5,146.104218,1038700
25,2018-02-06,152.5,163.0,152.0,162.0,152.211472,1478514
26,2018-02-07,163.0,163.5,155.0,155.0,145.63443,927716
27,2018-02-08,156.5,157.0,154.0,154.5,145.164627,578866
28,2018-02-09,146.5,148.0,143.0,147.0,138.117798,1333864
29,2018-02-12,147.0,151.5,147.0,148.0,139.057388,751667
30,2018-02-21,150.5,158.0,150.0,158.0,148.453156,777884
31,2018-02-22,155.5,157.0,153.5,157.0,147.513565,480543
32,2018-02-23,157.5,161.5,156.0,159.5,149.862518,494097
33,2018-02-26,161.0,161.0,156.0,156.0,146.57399,186507
34,2018-02-27,159.0,159.0,153.0,153.0,143.755264,457395
35,2018-03-01,151.5,159.0,151.5,158.5,148.922943,638351
36,2018-03-02,155.0,155.5,153.5,155.5,146.104218,452118
37,2018-03-05,154.0,157.5,153.5,155.5,146.104218,268528
38,2018-03-06,157.5,162.0,157.0,162.0,152.211472,823189
39,2018-03-07,163.5,163.5,160.5,162.0,152.211472,605500
40,2018-03-08,161.0,161.0,157.0,157.5,147.983368,413016
41,2018-03-09,160.0,160.0,158.0,159.0,149.392731,110378
42,2018-03-12,160.5,163.0,159.0,163.0,153.151031,510834
43,2018-03-13,162.5,163.0,161.0,163.0,153.151031,233969
